preco,valor_condominio,area,quartos,banheiros,vagas,cidade,bairro,tipo,churrasqueira,armarios_cozinha,varanda,piscina,salao,seguranca,portaria,elevador,academia
570000.0,0.0,97.0,3.0,3.0,2.0,Vitória,Bento Ferreira,apartamento,0,0,0,1,1,0,1,1,0
379000.0,464.0,100.0,3.0,2.0,1.0,Vitória,Barro Vermelho,apartamento,0,0,0,0,1,0,0,0,0
450000.0,450.0,65.0,2.0,2.0,0.0,Vitória,Bento Ferreira,apartamento,0,0,0,0,0,0,0,0,0
482000.0,0.0,69.0,2.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,0,0,0,0,0,0,0,0
250000.0,400.0,120.0,3.0,2.0,0.0,Vitória,Centro,apartamento,0,1,0,0,0,0,1,1,0
540000.0,500.0,71.0,2.0,2.0,2.0,Vitória,Santa Lúcia,apartamento,0,1,1,1,1,1,1,1,0
360000.0,350.0,60.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,0,0,0,0,0
560000.0,500.0,120.0,3.0,1.0,1.0,Vitória,Jardim da Penha,apartamento,0,1,1,0,0,0,0,1,0
500000.0,690.0,120.0,3.0,2.0,1.0,Vitória,Santa Helena,apartamento,1,0,1,0,1,0,0,0,0
435000.0,300.0,62.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,0,0,0,0,0
449000.0,0.0,97.0,3.0,3.0,1.0,Vitória,Bento Ferreira,apartamento,1,0,1,0,1,0,0,0,0
415000.0,380.0,67.0,2.0,2.0,1.0,Vitória,Bento Ferreira,apartamento,0,0,0,0,0,0,0,0,0
480000.0,500.0,74.0,2.0,2.0,1.0,Vitória,Barro Vermelho,apartamento,0,1,1,1,1,1,1,1,0
180000.0,0.0,90.0,2.0,2.0,0.0,Vitória,Centro,apartamento,0,0,0,0,0,0,0,0,0
750000.0,650.0,100.0,3.0,2.0,2.0,Vitória,Barro Vermelho,apartamento,0,1,1,0,0,0,0,0,0
1100000.0,490.0,130.0,4.0,3.0,2.0,Vitória,Praia do Canto,apartamento,0,0,0,0,0,0,0,0,0
430000.0,400.0,68.0,2.0,2.0,1.0,Vitória,Bento Ferreira,apartamento,0,0,0,1,1,1,1,1,1
220000.0,0.0,80.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
375000.0,330.0,100.0,3.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,0,0,0,1,0
200000.0,350.0,100.0,3.0,2.0,0.0,Vitória,Centro,apartamento,0,1,0,0,0,0,0,1,0
259000.0,285.0,73.0,3.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,1,0,1,1,0,0,0
350000.0,360.0,85.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,1,0,0,1,0
588000.0,515.0,132.0,3.0,3.0,2.0,Vitória,Jardim da Penha,apartamento,1,1,1,0,1,1,0,1,0
300000.0,380.0,80.0,2.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,1,1,1,1,1,0,0,0,0
750000.0,450.0,120.0,4.0,4.0,2.0,Vitória,Jardim Camburi,apartamento,0,1,1,1,1,1,1,1,0
430000.0,500.0,70.0,2.0,2.0,1.0,Vitória,Bento Ferreira,apartamento,1,0,1,1,0,0,0,0,0
430000.0,280.0,68.0,3.0,2.0,2.0,Vitória,Jardim Camburi,apartamento,1,0,1,1,1,0,1,1,0
380000.0,400.0,86.0,2.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,1,1,0,0,0,0,0,0
288000.0,350.0,110.0,3.0,2.0,1.0,Vitória,Santa Luíza,apartamento,0,0,0,0,0,0,0,0,0
455000.0,250.0,84.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
500000.0,650.0,110.0,3.0,2.0,1.0,Vitória,Barro Vermelho,apartamento,1,1,1,0,1,0,1,1,0
625000.0,500.0,90.0,4.0,3.0,2.0,Vitória,Mata da Praia,apartamento,1,0,1,1,0,0,0,0,0
334900.0,0.0,57.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
190000.0,290.0,60.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,1,1,0,0,1,0,1,0,0
305000.0,350.0,57.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,1,0,0,0,0,0,0
477000.0,0.0,71.0,2.0,2.0,1.0,Vitória,Praia do Suá,apartamento,0,0,1,0,0,0,0,0,0
450000.0,0.0,67.0,2.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,1,1,0,0,0,0,1,0
355000.0,380.0,85.0,3.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,0,0,1,1,0
255000.0,350.0,80.0,3.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,1,1,0,0,0,0,0,0,0
470000.0,490.0,95.0,3.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,0,1,0,0,0,0,0,0
1167500.0,0.0,167.0,3.0,4.0,2.0,Vitória,Jardim Camburi,apartamento,0,0,1,0,0,0,0,0,0
890000.0,800.0,160.0,4.0,4.0,3.0,Vitória,Jardim da Penha,apartamento,0,1,1,1,1,0,0,1,0
305000.0,395.0,73.0,2.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,1,1,0,0,1,0,0,0,0
700000.0,400.0,99.0,3.0,2.0,2.0,Vitória,Bento Ferreira,apartamento,0,0,1,1,1,0,0,0,0
500000.0,450.0,117.0,3.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,1,0,0,1,0
565000.0,475.0,98.0,3.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
750000.0,642.0,130.0,3.0,3.0,1.0,Vitória,Praia do Canto,apartamento,0,1,1,0,1,0,0,1,0
450000.0,0.0,67.0,2.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,1,0,0,0,0,0,1,0
380000.0,540.0,80.0,3.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,0,0,0,1,0
309680.0,350.0,56.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,1,1,1,1,1,1,0
300000.0,280.0,68.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,1,0,0,0,0,0,0
320000.0,270.0,55.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
572500.0,0.0,63.0,2.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,0,0,0,0,0,0,0,0
660000.0,700.0,110.0,3.0,3.0,2.0,Vitória,Praia do Suá,apartamento,0,0,0,1,1,0,1,1,1
319999.0,270.0,55.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,1,1,1,0,1,1,0,1,0
850000.0,400.0,150.0,4.0,4.0,2.0,Vitória,Jardim Camburi,apartamento,0,1,1,1,1,0,1,1,0
330000.0,290.0,57.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
330000.0,300.0,66.0,3.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
425000.0,410.0,74.0,2.0,1.0,1.0,Vitória,Enseada do Suá,apartamento,1,0,1,1,1,0,0,0,0
520000.0,600.0,120.0,3.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,0,0,0,1,1,1,1,0
240000.0,300.0,70.0,3.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
480000.0,300.0,58.0,2.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,0,0,0,1,0,0,0,0
450000.0,320.0,102.0,2.0,3.0,1.0,Vitória,Mata da Praia,apartamento,1,0,1,0,0,0,0,0,0
549000.0,350.0,85.0,3.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,1,0,1,1,1,0,0,0,0
265000.0,150.0,55.0,2.0,1.0,1.0,Vitória,Jardim da Penha,apartamento,0,0,0,0,0,0,0,0,0
1300000.0,605.0,167.0,3.0,2.0,3.0,Vitória,Jardim Camburi,cobertura,1,0,1,1,1,0,0,0,0
250000.0,300.0,55.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,1,0,1,0,0,0,0
680000.0,400.0,70.0,2.0,2.0,2.0,Vitória,Mata da Praia,apartamento,0,1,1,1,0,1,1,1,0
780000.0,700.0,150.0,3.0,4.0,2.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,1,0,0,1,0
375000.0,0.0,62.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,1,1,1,1,0
990000.0,650.0,128.0,4.0,4.0,3.0,Vitória,Jardim da Penha,apartamento,0,0,0,1,1,0,1,1,0
360000.0,400.0,65.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,1,1,1,1,0
450000.0,480.0,100.0,3.0,3.0,2.0,Vitória,Bento Ferreira,apartamento,1,0,0,0,1,0,0,0,0
670000.0,560.0,90.0,3.0,2.0,2.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
249000.0,300.0,55.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,0,0,0,1,0
380000.0,0.0,64.0,2.0,2.0,1.0,Vitória,Praia do Canto,apartamento,0,0,0,0,0,0,0,0,0
630000.0,0.0,110.0,3.0,3.0,2.0,Vitória,Bento Ferreira,apartamento,0,0,0,0,0,0,0,0,0
420000.0,600.0,105.0,3.0,2.0,1.0,Vitória,Barro Vermelho,apartamento,0,1,0,0,0,1,1,1,0
245000.0,350.0,50.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,1,1,1,1,0
350000.0,243.0,56.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,1,1,1,1,0,0,0,0,0
350000.0,350.0,70.0,3.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,1,1,1,1,1,0
235000.0,220.0,64.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,1,0,0,0,0
300000.0,260.0,75.0,2.0,1.0,1.0,Vitória,Jardim da Penha,apartamento,0,1,0,0,0,0,0,0,0
860000.0,600.0,108.0,3.0,3.0,3.0,Vitória,Jardim Camburi,apartamento,0,0,1,0,0,0,0,0,0
680000.0,390.0,68.0,2.0,2.0,2.0,Vitória,Mata da Praia,apartamento,1,1,1,1,0,1,1,1,0
417300.0,270.0,65.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,1,0,1,1,0,0,0,0,0
890000.0,700.0,160.0,3.0,4.0,1.0,Vitória,Praia do Canto,apartamento,0,1,0,0,0,0,1,0,0
398000.0,595.0,90.0,3.0,2.0,0.0,Vitória,Praia do Canto,apartamento,0,0,0,0,0,0,0,0,0
189800.0,200.0,80.0,3.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,1,0,0,0,0,1,0
200000.0,0.0,60.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
300000.0,260.0,55.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,1,1,1,1,1,0,1,1,1
240000.0,312.0,58.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,1,1,0,1,0
220000.0,295.0,60.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,1,0,0,0
220000.0,374.0,73.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,0,0,0,1,0,0,0
349943.0,550.0,78.0,2.0,2.0,1.0,Vitória,Santa Helena,apartamento,0,0,0,1,1,1,1,1,0
820000.0,460.0,105.0,3.0,1.0,3.0,Vitória,Jardim da Penha,apartamento,1,0,1,0,1,0,0,0,0
380000.0,340.0,70.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,1,0,0,1,1
900000.0,0.0,180.0,3.0,2.0,1.0,Vitória,Praia do Canto,apartamento,0,0,0,0,1,1,1,1,0
369000.0,400.0,82.0,2.0,2.0,1.0,Vitória,Praia do Suá,apartamento,0,1,0,0,1,1,1,1,0
200000.0,450.0,140.0,4.0,2.0,1.0,Vitória,Parque Moscoso,apartamento,0,1,0,0,1,0,1,1,0
200000.0,360.0,60.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,0,0,1,1,1,0,0
1306960.0,0.0,151.0,4.0,4.0,4.0,Vitória,Mata da Praia,apartamento,0,0,1,0,0,0,0,0,0
380000.0,450.0,86.0,2.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,1,0,0,0,1,0,0,0
329000.0,330.0,65.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,1,0,0,1,0
652000.0,0.0,120.0,3.0,3.0,2.0,Vitória,Jardim Camburi,cobertura,1,1,1,0,0,0,0,1,0
835000.0,500.0,113.0,4.0,2.0,3.0,Vitória,Jardim Camburi,apartamento,0,1,1,1,1,0,0,1,0
1299000.0,0.0,146.0,4.0,4.0,3.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
665000.0,450.0,104.0,3.0,2.0,2.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,0,0,1,1,0
750000.0,600.0,110.0,3.0,2.0,2.0,Vitória,Mata da Praia,apartamento,1,0,1,1,0,0,0,0,0
580000.0,450.0,110.0,3.0,2.0,2.0,Vitória,Jardim Camburi,apartamento,1,1,1,0,1,0,0,1,0
244000.0,330.0,55.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,1,0,1,0,1,0,0
1200000.0,570.0,180.0,4.0,1.0,2.0,Vitória,Jardim Camburi,cobertura,1,0,1,1,1,0,0,0,0
339000.0,390.0,62.0,2.0,2.0,2.0,Vitória,Jardim Camburi,apartamento,0,1,0,0,0,0,0,0,0
220000.0,220.0,53.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,1,1,0,0,1,1,1,0,0
849990.0,0.0,130.0,4.0,3.0,1.0,Vitória,Jardim da Penha,apartamento,0,1,1,1,1,1,0,1,0
220000.0,280.0,65.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,1,1,0,0,1,1,1,0,0
299000.0,310.0,90.0,3.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,0,0,0,0,0,0,0
706872.0,550.0,100.0,3.0,3.0,2.0,Vitória,Santa Lúcia,apartamento,1,0,1,1,0,0,0,0,0
390000.0,850.0,120.0,3.0,2.0,1.0,Vitória,Santa Lúcia,apartamento,0,0,1,0,0,0,0,0,0
357000.0,0.0,62.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
680000.0,950.0,96.0,3.0,3.0,2.0,Vitória,Barro Vermelho,apartamento,0,0,0,0,0,0,0,0,0
390000.0,0.0,72.0,3.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,1,0,0,0,0,1,0
370000.0,455.0,90.0,3.0,3.0,1.0,Vitória,Santa Helena,apartamento,1,0,0,0,1,0,0,0,0
165000.0,220.0,70.0,2.0,2.0,0.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,0,0,0,1,0
410000.0,410.0,74.0,2.0,2.0,1.0,Vitória,Enseada do Suá,apartamento,0,1,1,0,0,0,0,0,0
380000.0,400.0,86.0,2.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,1,1,0,0,0,0,0,0
380000.0,400.0,60.0,2.0,1.0,2.0,Vitória,Jardim Camburi,apartamento,0,0,1,0,1,0,0,0,0
560000.0,530.0,98.0,3.0,3.0,2.0,Vitória,Mata da Praia,apartamento,1,0,1,1,1,0,0,0,0
275000.0,190.0,70.0,2.0,1.0,1.0,Vitória,Jardim da Penha,apartamento,0,0,1,0,0,0,0,0,0
850000.0,610.0,112.0,3.0,2.0,2.0,Vitória,Praia do Canto,apartamento,0,1,1,1,1,0,1,1,1
465000.0,318.0,70.0,2.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,0,1,0,0,0,0,0,0
710000.0,800.0,70.0,2.0,2.0,2.0,Vitória,Praia do Canto,apartamento,1,1,1,1,1,0,1,1,0
300000.0,430.0,85.0,3.0,2.0,1.0,Vitória,Bento Ferreira,apartamento,1,0,0,0,1,0,0,0,0
250000.0,354.0,55.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,0,0,0,0,0,0,0
295000.0,240.0,83.0,2.0,1.0,1.0,Vitória,Jardim da Penha,apartamento,0,1,0,0,1,1,0,0,0
540000.0,550.0,85.0,3.0,2.0,2.0,Vitória,Jardim Camburi,apartamento,0,1,1,1,1,1,1,1,0
745000.0,1.0,100.0,3.0,2.0,2.0,Vitória,Jardim da Penha,apartamento,0,0,0,0,1,0,0,0,0
245000.0,550.0,60.0,2.0,2.0,1.0,Vitória,Centro,apartamento,0,1,0,1,0,0,1,1,0
400000.0,300.0,70.0,2.0,3.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,0,0,0,1,0
585000.0,0.0,84.0,3.0,2.0,2.0,Vitória,Jardim Camburi,apartamento,1,0,1,1,0,0,0,0,0
1199000.0,0.0,167.0,4.0,4.0,2.0,Vitória,Jardim Camburi,apartamento,0,0,1,0,0,0,0,0,0
1167500.0,0.0,167.0,4.0,4.0,2.0,Vitória,Jardim Camburi,apartamento,0,0,1,0,0,0,0,0,0
298000.0,500.0,140.0,3.0,2.0,1.0,Vitória,Centro,apartamento,1,0,0,0,0,0,1,1,0
600000.0,850.0,120.0,3.0,3.0,1.0,Vitória,Praia do Canto,apartamento,1,1,0,0,1,1,1,1,0
543000.0,380.0,92.0,3.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,1,0,1,1,1,1,1,1,0
280000.0,200.0,75.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
730000.0,600.0,155.0,3.0,2.0,2.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
228000.0,350.0,52.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,1,1,1,1,0
399000.0,460.0,90.0,2.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,0,0,0,1,0,0,0,0
320000.0,278.0,63.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,1,1,1,0,1,0,0,1,0
220000.0,150.0,70.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,0,0,0,0,0,0,0
450000.0,380.0,70.0,2.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,1,1,0,0,0,0,1,0
550000.0,523.0,68.0,2.0,3.0,2.0,Vitória,Praia do Canto,apartamento,1,0,1,1,1,0,0,0,0
710000.0,570.0,100.0,3.0,3.0,2.0,Vitória,Enseada do Suá,apartamento,0,0,0,0,0,0,0,0,0
950000.0,400.0,160.0,3.0,4.0,2.0,Vitória,Jardim Camburi,apartamento,1,0,1,0,0,0,0,0,0
350000.0,370.0,68.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,1,1,0,1,1,0
830000.0,559.0,110.0,3.0,1.0,2.0,Vitória,Bento Ferreira,apartamento,1,0,0,1,1,0,0,0,0
670000.0,500.0,98.0,3.0,3.0,2.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,1,0,1,1,0
265000.0,500.0,70.0,2.0,2.0,1.0,Vitória,Bento Ferreira,apartamento,1,0,0,1,1,0,0,0,0
450000.0,450.0,80.0,3.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,1,1,1,1,0
900000.0,924.0,100.0,3.0,2.0,2.0,Vitória,Praia do Canto,apartamento,0,1,1,1,1,0,1,1,1
560000.0,350.0,80.0,3.0,1.0,2.0,Vitória,Bento Ferreira,apartamento,1,0,1,1,1,0,0,0,0
500000.0,450.0,68.0,0.0,2.0,2.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,1,0,1,1,0
120000.0,200.0,50.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,1,1,1,0,0
720000.0,460.0,95.0,3.0,1.0,2.0,Vitória,Jardim Camburi,apartamento,1,0,1,1,1,0,0,0,0
749000.0,1200.0,175.0,4.0,3.0,2.0,Vitória,Santa Helena,apartamento,1,0,1,1,1,0,0,0,0
430000.0,750.0,115.0,3.0,3.0,1.0,Vitória,Praia do Canto,apartamento,0,0,0,0,1,1,1,1,0
600000.0,400.0,114.0,3.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,1,0,1,0,0,0,0,0,0
250000.0,290.0,90.0,3.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,0,0,0,0,0,0,0
602000.0,350.0,80.0,2.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,0,1,0,0,0,0,0,0
335000.0,540.0,80.0,3.0,3.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,1,1,1,1,0,0
240000.0,320.0,65.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,0,0,1,0,1,0,0
530000.0,300.0,98.0,2.0,3.0,2.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,1,0,1,1,0
730000.0,0.0,140.0,3.0,2.0,1.0,Vitória,Bento Ferreira,apartamento,0,1,1,0,0,0,0,0,0
405000.0,650.0,112.0,3.0,2.0,1.0,Vitória,Bento Ferreira,apartamento,0,1,1,0,1,0,1,1,1
320000.0,370.0,47.0,1.0,1.0,1.0,Vitória,Bento Ferreira,apartamento,0,0,0,1,1,1,1,1,0
1300000.0,1300.0,142.0,4.0,3.0,2.0,Vitória,Enseada do Suá,apartamento,0,1,1,0,0,0,0,0,0
790000.0,525.0,132.0,3.0,2.0,2.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,1,1,0
950000.0,480.0,128.0,3.0,3.0,2.0,Vitória,Bento Ferreira,apartamento,0,1,1,1,1,0,1,1,1
785000.0,555.0,90.0,3.0,3.0,1.0,Vitória,Praia do Canto,apartamento,1,0,1,1,1,0,0,0,0
299000.0,268.0,65.0,2.0,1.0,1.0,Vitória,Praia do Canto,apartamento,0,1,1,0,0,1,1,1,0
350000.0,374.0,70.0,3.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,1,0,1,0,0,0,0,0,0
290000.0,250.0,65.0,2.0,1.0,1.0,Vitória,Jardim da Penha,apartamento,0,1,0,1,1,0,0,0,0
379000.0,300.0,110.0,3.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,0,0,0,0,0,0,0,0
340000.0,0.0,80.0,3.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,0,0,0,1,0
510000.0,550.0,112.0,3.0,1.0,1.0,Vitória,Bento Ferreira,apartamento,0,0,0,0,1,0,0,0,0
498000.0,0.0,70.0,1.0,2.0,1.0,Vitória,Praia do Suá,apartamento,0,0,1,1,1,1,1,1,0
530000.0,465.0,75.0,2.0,2.0,1.0,Vitória,Praia do Canto,apartamento,0,0,0,1,1,1,1,1,1
368000.0,345.0,54.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,1,0,1,1,1,0,0,0,0
499000.0,300.0,85.0,3.0,1.0,1.0,Vitória,Jardim da Penha,apartamento,0,0,0,0,0,0,0,0,0
490000.0,420.0,70.0,2.0,2.0,1.0,Vitória,Praia do Canto,apartamento,0,0,0,1,1,1,1,1,1
520000.0,436.0,76.0,2.0,2.0,1.0,Vitória,Santa Luíza,apartamento,0,1,1,1,1,0,1,1,0
460000.0,410.0,86.0,3.0,1.0,2.0,Vitória,Jardim Camburi,apartamento,1,0,0,1,0,0,0,0,0
598000.0,680.0,88.0,3.0,2.0,2.0,Vitória,Praia do Canto,apartamento,0,1,1,1,1,0,1,1,0
1380000.0,0.0,147.0,4.0,3.0,4.0,Vitória,Bento Ferreira,apartamento,1,0,1,1,1,1,1,1,1
935000.0,0.0,118.0,3.0,3.0,3.0,Vitória,Barro Vermelho,apartamento,0,0,0,1,1,1,1,1,1
220000.0,150.0,50.0,2.0,1.0,1.0,Vitória,Jardim da Penha,apartamento,0,0,0,0,0,0,0,0,0
790000.0,380.0,106.0,3.0,3.0,1.0,Vitória,Jardim da Penha,apartamento,1,0,1,1,0,0,0,0,0
630000.0,850.0,111.0,3.0,3.0,2.0,Vitória,Bento Ferreira,apartamento,0,0,0,1,1,1,0,1,1
800000.0,0.0,144.0,3.0,2.0,2.0,Vitória,Praia do Canto,apartamento,0,0,1,0,1,1,1,1,0
618431.0,350.0,64.0,2.0,2.0,1.0,Vitória,Santa Luíza,apartamento,0,1,0,1,1,1,1,1,1
329000.0,330.0,65.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,1,0,0,1,0
760000.0,500.0,100.0,3.0,2.0,2.0,Vitória,Jardim da Penha,apartamento,0,1,1,0,1,1,1,1,0
299000.0,319.0,60.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,1,1,1,1,0,0,0,0,0
530000.0,0.0,105.0,3.0,2.0,1.0,Vitória,Praia do Canto,apartamento,0,1,1,0,1,1,0,1,0
240000.0,270.0,75.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
620000.0,0.0,88.0,3.0,2.0,2.0,Vitória,Jardim Camburi,apartamento,0,0,1,0,0,0,0,0,0
595000.0,0.0,92.0,2.0,2.0,1.0,Vitória,Mata da Praia,apartamento,0,0,1,0,0,0,0,0,0
620000.0,0.0,150.0,3.0,2.0,2.0,Vitória,Santa Helena,apartamento,0,1,1,1,1,1,1,1,0
557000.0,0.0,63.0,2.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,0,1,1,1,1,1,1,0
395000.0,380.0,90.0,3.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,0,0,1,0,0,1,0
490000.0,430.0,98.0,3.0,3.0,1.0,Vitória,Bento Ferreira,apartamento,0,0,0,0,0,0,0,0,0
478000.0,0.0,67.0,2.0,2.0,2.0,Vitória,Jardim Camburi,apartamento,0,0,1,0,0,0,0,0,0
280000.0,0.0,72.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
750000.0,636.0,132.0,3.0,2.0,2.0,Vitória,Jardim Camburi,cobertura,0,0,0,0,0,1,0,1,0
583000.0,0.0,104.0,3.0,2.0,2.0,Vitória,Jardim Camburi,apartamento,1,0,1,1,0,0,0,0,0
750000.0,650.0,128.0,3.0,4.0,2.0,Vitória,Jardim Camburi,cobertura,0,0,0,1,1,0,0,1,0
160000.0,0.0,45.0,1.0,1.0,0.0,Vitória,Centro,apartamento,0,1,0,0,0,0,0,1,0
550000.0,470.0,75.0,3.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,1,0,1,1,1,0,0,0,0
295000.0,240.0,83.0,2.0,1.0,1.0,Vitória,Jardim da Penha,apartamento,0,0,0,0,1,1,1,0,0
640000.0,295.0,70.0,2.0,1.0,2.0,Vitória,Mata da Praia,apartamento,0,0,0,0,0,0,0,0,0
800000.0,350.0,125.0,3.0,1.0,3.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
320000.0,300.0,58.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
160000.0,256.0,50.0,1.0,1.0,0.0,Vitória,Centro,apartamento,0,0,0,0,1,0,0,0,0
425000.0,439.0,70.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,1,0,1,1,1,0,0,0,0
